emisja;miesiac;data_wyjscia;sposob;stopa_okresu;stopa_prognozowana;kupony_brutto;odsetki_w_wykupie;oplata;wyplata_brutto;podatek;zysk_netto;zysk_procent;irr_netto
ROD0838;101;2035-01-03;wykup przedterminowy;5,00%;tak;0,00;51,70;3,00;148,70;9,26;39,44;39,44%;4,03%
ROD0838;102;2035-02-03;wykup przedterminowy;5,00%;tak;0,00;52,34;3,00;149,34;9,38;39,96;39,96%;4,03%
ROD0838;103;2035-03-03;wykup przedterminowy;5,00%;tak;0,00;52,91;3,00;149,91;9,49;40,42;40,42%;4,03%
ROD0838;104;2035-04-03;wykup przedterminowy;5,00%;tak;0,00;53,54;3,00;150,54;9,61;40,93;40,93%;4,04%
ROD0838;105;2035-05-03;wykup przedterminowy;5,00%;tak;0,00;54,15;3,00;151,15;9,72;41,43;41,43%;4,04%
ROD0838;106;2035-06-03;wykup przedterminowy;5,00%;tak;0,00;54,78;3,00;151,78;9,84;41,94;41,94%;4,04%
ROD0838;107;2035-07-03;wykup przedterminowy;5,00%;tak;0,00;55,39;3,00;152,39;9,96;42,43;42,43%;4,04%
ROD0838;108;2035-08-03;wykup przedterminowy;5,00%;tak;0,00;56,02;3,00;153,02;10,08;42,94;42,94%;4,05%
ROD0838;109;2035-09-03;wykup przedterminowy;5,00%;tak;0,00;56,68;3,00;153,68;10,20;43,48;43,48%;4,05%
ROD0838;110;2035-10-03;wykup przedterminowy;5,00%;tak;0,00;57,32;3,00;154,32;10,33;43,99;43,99%;4,05%
ROD0838;111;2035-11-03;wykup przedterminowy;5,00%;tak;0,00;57,98;3,00;154,98;10,45;44,53;44,53%;4,06%
ROD0838;112;2035-12-03;wykup przedterminowy;5,00%;tak;0,00;58,62;3,00;155,62;10,57;45,05;45,05%;4,06%
ROD0838;113;2036-01-03;wykup przedterminowy;5,00%;tak;0,00;59,28;3,00;156,28;10,70;45,58;45,58%;4,07%
ROD0838;114;2036-02-03;wykup przedterminowy;5,00%;tak;0,00;59,94;3,00;156,94;10,82;46,12;46,12%;4,07%
ROD0838;115;2036-03-03;wykup przedterminowy;5,00%;tak;0,00;60,56;3,00;157,56;10,94;46,62;46,62%;4,07%
ROD0838;116;2036-04-03;wykup przedterminowy;5,00%;tak;0,00;61,22;3,00;158,22;11,07;47,15;47,15%;4,07%
ROD0838;117;2036-05-03;wykup przedterminowy;5,00%;tak;0,00;61,86;3,00;158,86;11,19;47,67;47,67%;4,08%
ROD0838;118;2036-06-03;wykup przedterminowy;5,00%;tak;0,00;62,52;3,00;159,52;11,31;48,21;48,21%;4,08%
ROD0838;119;2036-07-03;wykup przedterminowy;5,00%;tak;0,00;63,16;3,00;160,16;11,44;48,72;48,72%;4,08%
ROD0838;120;2036-08-03;wykup przedterminowy;5,00%;tak;0,00;63,82;3,00;160,82;11,56;49,26;49,26%;4,08%
ROD0838;121;2036-09-03;wykup przedterminowy;5,00%;tak;0,00;64,52;3,00;161,52;11,69;49,83;49,83%;4,09%
ROD0838;122;2036-10-03;wykup przedterminowy;5,00%;tak;0,00;65,19;3,00;162,19;11,82;50,37;50,37%;4,09%
ROD0838;123;2036-11-03;wykup przedterminowy;5,00%;tak;0,00;65,88;3,00;162,88;11,95;50,93;50,93%;4,09%
ROD0838;124;2036-12-03;wykup przedterminowy;5,00%;tak;0,00;66,56;3,00;163,56;12,08;51,48;51,48%;4,10%
ROD0838;125;2037-01-03;wykup przedterminowy;5,00%;tak;0,00;67,25;3,00;164,25;12,21;52,04;52,04%;4,10%
ROD0838;126;2037-02-03;wykup przedterminowy;5,00%;tak;0,00;67,95;3,00;164,95;12,35;52,60;52,60%;4,10%
ROD0838;127;2037-03-03;wykup przedterminowy;5,00%;tak;0,00;68,58;3,00;165,58;12,47;53,11;53,11%;4,10%
ROD0838;128;2037-04-03;wykup przedterminowy;5,00%;tak;0,00;69,27;3,00;166,27;12,60;53,67;53,67%;4,11%
ROD0838;129;2037-05-03;wykup przedterminowy;5,00%;tak;0,00;69,95;3,00;166,95;12,73;54,22;54,22%;4,11%
ROD0838;130;2037-06-03;wykup przedterminowy;5,00%;tak;0,00;70,64;3,00;167,64;12,86;54,78;54,78%;4,11%
ROD0838;131;2037-07-03;wykup przedterminowy;5,00%;tak;0,00;71,32;3,00;168,32;12,99;55,33;55,33%;4,11%
ROD0838;132;2037-08-03;wykup przedterminowy;5,00%;tak;0,00;72,01;3,00;169,01;13,12;55,89;55,89%;4,12%
ROD0838;133;2037-09-03;wykup przedterminowy;5,00%;tak;0,00;72,74;3,00;169,74;13,26;56,48;56,48%;4,12%
ROD0838;134;2037-10-03;wykup przedterminowy;5,00%;tak;0,00;73,45;3,00;170,45;13,39;57,06;57,06%;4,12%
ROD0838;135;2037-11-03;wykup przedterminowy;5,00%;tak;0,00;74,18;3,00;171,18;13,53;57,65;57,65%;4,13%
ROD0838;136;2037-12-03;wykup przedterminowy;5,00%;tak;0,00;74,89;3,00;171,89;13,66;58,23;58,23%;4,13%
ROD0838;137;2038-01-03;wykup przedterminowy;5,00%;tak;0,00;75,62;3,00;172,62;13,80;58,82;58,82%;4,13%
ROD0838;138;2038-02-03;wykup przedterminowy;5,00%;tak;0,00;76,35;3,00;173,35;13,94;59,41;59,41%;4,13%
ROD0838;139;2038-03-03;wykup przedterminowy;5,00%;tak;0,00;77,01;3,00;174,01;14,07;59,94;59,94%;4,14%
ROD0838;140;2038-04-03;wykup przedterminowy;5,00%;tak;0,00;77,74;3,00;174,74;14,21;60,53;60,53%;4,14%
ROD0838;141;2038-05-03;wykup przedterminowy;5,00%;tak;0,00;78,44;3,00;175,44;14,34;61,10;61,10%;4,14%
ROD0838;142;2038-06-03;wykup przedterminowy;5,00%;tak;0,00;79,17;3,00;176,17;14,48;61,69;61,69%;4,14%
ROD0838;143;2038-07-03;wykup przedterminowy;5,00%;tak;0,00;79,88;3,00;176,88;14,61;62,27;62,27%;4,14%
ROD0838;144;2038-08-03;wykup;5,00%;tak;0,00;80,61;0,00;180,61;15,32;65,29;65,29%;4,27%
ROD0838;145;2038-09-03;nie istnieje;;;;;;;;;;
ROR0827;1;2026-09-03;wykup przedterminowy;4,00%;nie;0,00;0,33;0,33;100,00;0,00;0,00;0,00%;0,00%
ROR0827;2;2026-10-03;wykup przedterminowy;3,75%;nie;0,33;0,31;0,50;100,14;0,07;0,07;0,07%;0,42%
ROR0827;3;2026-11-03;wykup przedterminowy;3,75%;tak;0,64;0,31;0,50;100,45;0,13;0,32;0,32%;1,28%
ROR0827;4;2026-12-03;wykup przedterminowy;3,75%;tak;0,95;0,31;0,50;100,76;0,19;0,57;0,57%;1,72%
ROR0827;5;2027-01-03;wykup przedterminowy;3,75%;tak;1,26;0,31;0,50;101,07;0,25;0,82;0,82%;1,98%
ROR0827;6;2027-02-03;wykup przedterminowy;3,75%;tak;1,57;0,31;0,50;101,38;0,31;1,07;1,07%;2,15%
ROR0827;7;2027-03-03;wykup przedterminowy;3,75%;tak;1,88;0,31;0,50;101,69;0,37;1,32;1,32%;2,30%
ROR0827;8;2027-04-03;wykup przedterminowy;3,75%;tak;2,19;0,31;0,50;102,00;0,43;1,57;1,57%;2,39%
ROR0827;9;2027-05-03;wykup przedterminowy;3,75%;tak;2,50;0,31;0,50;102,31;0,49;1,82;1,82%;2,47%
ROR0827;10;2027-06-03;wykup przedterminowy;3,75%;tak;2,81;0,31;0,50;102,62;0,55;2,07;2,07%;2,52%
ROR0827;11;2027-07-03;wykup przedterminowy;3,75%;tak;3,12;0,31;0,50;102,93;0,61;2,32;2,32%;2,57%
ROR0827;12;2027-08-03;wykup;3,75%;tak;3,43;0,31;0,00;103,74;0,73;3,01;3,01%;3,05%
ROR0827;13;2027-09-03;nie istnieje;;;;;;;;;;
ROS0832;1;2026-09-03;wykup przedterminowy;5,00%;nie;0,00;0,42;0,42;100,00;0,00;0,00;0,00%;0,00%
ROS0832;2;2026-10-03;wykup przedterminowy;5,00%;nie;0,00;0,84;0,84;100,00;0,00;0,00;0,00%;0,00%
ROS0832;3;2026-11-03;wykup przedterminowy;5,00%;nie;0,00;1,26;1,26;100,00;0,00;0,00;0,00%;0,00%
ROS0832;4;2026-12-03;wykup przedterminowy;5,00%;nie;0,00;1,67;1,67;100,00;0,00;0,00;0,00%;0,00%
ROS0832;5;2027-01-03;wykup przedterminowy;5,00%;nie;0,00;2,10;2,00;100,10;0,02;0,08;0,08%;0,19%
ROS0832;6;2027-02-03;wykup przedterminowy;5,00%;nie;0,00;2,52;2,00;100,52;0,10;0,42;0,42%;0,83%
ROS0832;7;2027-03-03;wykup przedterminowy;5,00%;nie;0,00;2,90;2,00;100,90;0,18;0,72;0,72%;1,24%
ROS0832;8;2027-04-03;wykup przedterminowy;5,00%;nie;0,00;3,33;2,00;101,33;0,26;1,07;1,07%;1,61%
ROS0832;9;2027-05-03;wykup przedterminowy;5,00%;nie;0,00;3,74;2,00;101,74;0,34;1,40;1,40%;1,88%
ROS0832;10;2027-06-03;wykup przedterminowy;5,00%;nie;0,00;4,16;2,00;102,16;0,42;1,74;1,74%;2,09%
ROS0832;11;2027-07-03;wykup przedterminowy;5,00%;nie;0,00;4,58;2,00;102,58;0,50;2,08;2,08%;2,28%
ROS0832;12;2027-08-03;wykup przedterminowy;5,00%;nie;0,00;5,00;2,00;103,00;0,57;2,43;2,43%;2,43%
ROS0832;13;2027-09-03;wykup przedterminowy;4,50%;tak;0,00;5,40;2,00;103,40;0,65;2,75;2,75%;2,53%
ROS0832;14;2027-10-03;wykup przedterminowy;4,50%;tak;0,00;5,79;2,00;103,79;0,73;3,06;3,06%;2,62%
ROS0832;15;2027-11-03;wykup przedterminowy;4,50%;tak;0,00;6,19;2,00;104,19;0,80;3,39;3,39%;2,70%
ROS0832;16;2027-12-03;wykup przedterminowy;4,50%;tak;0,00;6,58;2,00;104,58;0,88;3,70;3,70%;2,76%
ROS0832;17;2028-01-03;wykup przedterminowy;4,50%;tak;0,00;6,98;2,00;104,98;0,95;4,03;4,03%;2,82%
ROS0832;18;2028-02-03;wykup przedterminowy;4,50%;tak;0,00;7,38;2,00;105,38;1,03;4,35;4,35%;2,87%
ROS0832;19;2028-03-03;wykup przedterminowy;4,50%;tak;0,00;7,75;2,00;105,75;1,10;4,65;4,65%;2,91%
ROS0832;20;2028-04-03;wykup przedterminowy;4,50%;tak;0,00;8,15;2,00;106,15;1,17;4,98;4,98%;2,96%
ROS0832;21;2028-05-03;wykup przedterminowy;4,50%;tak;0,00;8,54;2,00;106,54;1,25;5,29;5,29%;2,99%
ROS0832;22;2028-06-03;wykup przedterminowy;4,50%;tak;0,00;8,94;2,00;106,94;1,32;5,62;5,62%;3,02%
ROS0832;23;2028-07-03;wykup przedterminowy;4,50%;tak;0,00;9,32;2,00;107,32;1,40;5,92;5,92%;3,04%
ROS0832;24;2028-08-03;wykup przedterminowy;4,50%;tak;0,00;9,73;2,00;107,73;1,47;6,26;6,26%;3,08%
ROS0832;25;2028-09-03;wykup przedterminowy;4,50%;tak;0,00;10,14;2,00;108,14;1,55;6,59;6,59%;3,10%
ROS0832;26;2028-10-03;wykup przedterminowy;4,50%;tak;0,00;10,55;2,00;108,55;1,63;6,92;6,92%;3,13%
ROS0832;27;2028-11-03;wykup przedterminowy;4,50%;tak;0,00;10,97;2,00;108,97;1,71;7,26;7,26%;3,16%
ROS0832;28;2028-12-03;wykup przedterminowy;4,50%;tak;0,00;11,38;2,00;109,38;1,79;7,59;7,59%;3,18%
ROS0832;29;2029-01-03;wykup przedterminowy;4,50%;tak;0,00;11,79;2,00;109,79;1,87;7,92;7,92%;3,20%
ROS0832;30;2029-02-03;wykup przedterminowy;4,50%;tak;0,00;12,21;2,00;110,21;1,94;8,27;8,27%;3,22%
ROS0832;31;2029-03-03;wykup przedterminowy;4,50%;tak;0,00;12,59;2,00;110,59;2,02;8,57;8,57%;3,23%
ROS0832;32;2029-04-03;wykup przedterminowy;4,50%;tak;0,00;13,01;2,00;111,01;2,10;8,91;8,91%;3,25%
ROS0832;33;2029-05-03;wykup przedterminowy;4,50%;tak;0,00;13,42;2,00;111,42;2,17;9,25;9,25%;3,27%
ROS0832;34;2029-06-03;wykup przedterminowy;4,50%;tak;0,00;13,84;2,00;111,84;2,25;9,59;9,59%;3,28%
ROS0832;35;2029-07-03;wykup przedterminowy;4,50%;tak;0,00;14,24;2,00;112,24;2,33;9,91;9,91%;3,29%
ROS0832;36;2029-08-03;wykup przedterminowy;4,50%;tak;0,00;14,66;2,00;112,66;2,41;10,25;10,25%;3,30%
ROS0832;37;2029-09-03;wykup przedterminowy;4,50%;tak;0,00;15,10;2,00;113,10;2,49;10,61;10,61%;3,32%
ROS0832;38;2029-10-03;wykup przedterminowy;4,50%;tak;0,00;15,52;2,00;113,52;2,57;10,95;10,95%;3,33%
ROS0832;39;2029-11-03;wykup przedterminowy;4,50%;tak;0,00;15,96;2,00;113,96;2,66;11,30;11,30%;3,34%
ROS0832;40;2029-12-03;wykup przedterminowy;4,50%;tak;0,00;16,39;2,00;114,39;2,74;11,65;11,65%;3,36%
ROS0832;41;2030-01-03;wykup przedterminowy;4,50%;tak;0,00;16,83;2,00;114,83;2,82;12,01;12,01%;3,37%
ROS0832;42;2030-02-03;wykup przedterminowy;4,50%;tak;0,00;17,26;2,00;115,26;2,90;12,36;12,36%;3,38%
ROS0832;43;2030-03-03;wykup przedterminowy;4,50%;tak;0,00;17,66;2,00;115,66;2,98;12,68;12,68%;3,39%
ROS0832;44;2030-04-03;wykup przedterminowy;4,50%;tak;0,00;18,10;2,00;116,10;3,06;13,04;13,04%;3,40%
ROS0832;45;2030-05-03;wykup przedterminowy;4,50%;tak;0,00;18,52;2,00;116,52;3,14;13,38;13,38%;3,40%
ROS0832;46;2030-06-03;wykup przedterminowy;4,50%;tak;0,00;18,96;2,00;116,96;3,23;13,73;13,73%;3,41%
ROS0832;47;2030-07-03;wykup przedterminowy;4,50%;tak;0,00;19,38;2,00;117,38;3,31;14,07;14,07%;3,42%
ROS0832;48;2030-08-03;wykup przedterminowy;4,50%;tak;0,00;19,82;2,00;117,82;3,39;14,43;14,43%;3,42%
ROS0832;49;2030-09-03;wykup przedterminowy;4,50%;tak;0,00;20,28;2,00;118,28;3,48;14,80;14,80%;3,43%
ROS0832;50;2030-10-03;wykup przedterminowy;4,50%;tak;0,00;20,72;2,00;118,72;3,56;15,16;15,16%;3,44%
ROS0832;51;2030-11-03;wykup przedterminowy;4,50%;tak;0,00;21,18;2,00;119,18;3,65;15,53;15,53%;3,45%
ROS0832;52;2030-12-03;wykup przedterminowy;4,50%;tak;0,00;21,62;2,00;119,62;3,73;15,89;15,89%;3,46%
ROS0832;53;2031-01-03;wykup przedterminowy;4,50%;tak;0,00;22,08;2,00;120,08;3,82;16,26;16,26%;3,47%
ROS0832;54;2031-02-03;wykup przedterminowy;4,50%;tak;0,00;22,54;2,00;120,54;3,91;16,63;16,63%;3,47%
ROS0832;55;2031-03-03;wykup przedterminowy;4,50%;tak;0,00;22,95;2,00;120,95;3,99;16,96;16,96%;3,48%
ROS0832;56;2031-04-03;wykup przedterminowy;4,50%;tak;0,00;23,41;2,00;121,41;4,07;17,34;17,34%;3,48%
ROS0832;57;2031-05-03;wykup przedterminowy;4,50%;tak;0,00;23,86;2,00;121,86;4,16;17,70;17,70%;3,49%
ROS0832;58;2031-06-03;wykup przedterminowy;4,50%;tak;0,00;24,31;2,00;122,31;4,24;18,07;18,07%;3,49%
ROS0832;59;2031-07-03;wykup przedterminowy;4,50%;tak;0,00;24,76;2,00;122,76;4,33;18,43;18,43%;3,50%
ROS0832;60;2031-08-03;wykup przedterminowy;4,50%;tak;0,00;25,21;2,00;123,21;4,41;18,80;18,80%;3,50%
ROS0832;61;2031-09-03;wykup przedterminowy;4,50%;tak;0,00;25,69;2,00;123,69;4,51;19,18;19,18%;3,51%
ROS0832;62;2031-10-03;wykup przedterminowy;4,50%;tak;0,00;26,15;2,00;124,15;4,59;19,56;19,56%;3,52%
ROS0832;63;2031-11-03;wykup przedterminowy;4,50%;tak;0,00;26,63;2,00;124,63;4,68;19,95;19,95%;3,52%
ROS0832;64;2031-12-03;wykup przedterminowy;4,50%;tak;0,00;27,09;2,00;125,09;4,77;20,32;20,32%;3,53%
ROS0832;65;2032-01-03;wykup przedterminowy;4,50%;tak;0,00;27,57;2,00;125,57;4,86;20,71;20,71%;3,53%
ROS0832;66;2032-02-03;wykup przedterminowy;4,50%;tak;0,00;28,05;2,00;126,05;4,95;21,10;21,10%;3,54%
ROS0832;67;2032-03-03;wykup przedterminowy;4,50%;tak;0,00;28,49;2,00;126,49;5,04;21,45;21,45%;3,54%
ROS0832;68;2032-04-03;wykup przedterminowy;4,50%;tak;0,00;28,97;2,00;126,97;5,13;21,84;21,84%;3,54%
ROS0832;69;2032-05-03;wykup przedterminowy;4,50%;tak;0,00;29,43;2,00;127,43;5,22;22,21;22,21%;3,55%
ROS0832;70;2032-06-03;wykup przedterminowy;4,50%;tak;0,00;29,91;2,00;127,91;5,31;22,60;22,60%;3,55%
ROS0832;71;2032-07-03;wykup przedterminowy;4,50%;tak;0,00;30,37;2,00;128,37;5,40;22,97;22,97%;3,55%
ROS0832;72;2032-08-03;wykup;4,50%;tak;0,00;30,85;0,00;130,85;5,87;24,98;24,98%;3,78%
ROS0832;73;2032-09-03;nie istnieje;;;;;;;;;;
TOS0829;1;2026-09-03;wykup przedterminowy;4,40%;nie;0,00;0,37;0,37;100,00;0,00;0,00;0,00%;0,00%
TOS0829;2;2026-10-03;wykup przedterminowy;4,40%;nie;0,00;0,74;0,74;100,00;0,00;0,00;0,00%;0,00%
TOS0829;3;2026-11-03;wykup przedterminowy;4,40%;nie;0,00;1,11;1,00;100,11;0,03;0,08;0,08%;0,32%
TOS0829;4;2026-12-03;wykup przedterminowy;4,40%;nie;0,00;1,47;1,00;100,47;0,09;0,38;0,38%;1,14%
TOS0829;5;2027-01-03;wykup przedterminowy;4,40%;nie;0,00;1,84;1,00;100,84;0,16;0,68;0,68%;1,63%
TOS0829;6;2027-02-03;wykup przedterminowy;4,40%;nie;0,00;2,22;1,00;101,22;0,24;0,98;0,98%;1,95%
TOS0829;7;2027-03-03;wykup przedterminowy;4,40%;nie;0,00;2,56;1,00;101,56;0,30;1,26;1,26%;2,18%
TOS0829;8;2027-04-03;wykup przedterminowy;4,40%;nie;0,00;2,93;1,00;101,93;0,37;1,56;1,56%;2,35%
TOS0829;9;2027-05-03;wykup przedterminowy;4,40%;nie;0,00;3,29;1,00;102,29;0,44;1,85;1,85%;2,48%
TOS0829;10;2027-06-03;wykup przedterminowy;4,40%;nie;0,00;3,66;1,00;102,66;0,51;2,15;2,15%;2,59%
TOS0829;11;2027-07-03;wykup przedterminowy;4,40%;nie;0,00;4,03;1,00;103,03;0,58;2,45;2,45%;2,68%
TOS0829;12;2027-08-03;wykup przedterminowy;4,40%;nie;0,00;4,40;1,00;103,40;0,65;2,75;2,75%;2,75%
TOS0829;13;2027-09-03;wykup przedterminowy;4,40%;nie;0,00;4,79;1,00;103,79;0,73;3,06;3,06%;2,82%
TOS0829;14;2027-10-03;wykup przedterminowy;4,40%;nie;0,00;5,17;1,00;104,17;0,80;3,37;3,37%;2,88%
TOS0829;15;2027-11-03;wykup przedterminowy;4,40%;nie;0,00;5,55;1,00;104,55;0,87;3,68;3,68%;2,93%
TOS0829;16;2027-12-03;wykup przedterminowy;4,40%;nie;0,00;5,93;1,00;104,93;0,94;3,99;3,99%;2,98%
TOS0829;17;2028-01-03;wykup przedterminowy;4,40%;nie;0,00;6,32;1,00;105,32;1,02;4,30;4,30%;3,01%
TOS0829;18;2028-02-03;wykup przedterminowy;4,40%;nie;0,00;6,71;1,00;105,71;1,09;4,62;4,62%;3,05%
TOS0829;19;2028-03-03;wykup przedterminowy;4,40%;nie;0,00;7,07;1,00;106,07;1,16;4,91;4,91%;3,07%
TOS0829;20;2028-04-03;wykup przedterminowy;4,40%;nie;0,00;7,46;1,00;106,46;1,23;5,23;5,23%;3,10%
TOS0829;21;2028-05-03;wykup przedterminowy;4,40%;nie;0,00;7,84;1,00;106,84;1,30;5,54;5,54%;3,13%
TOS0829;22;2028-06-03;wykup przedterminowy;4,40%;nie;0,00;8,23;1,00;107,23;1,38;5,85;5,85%;3,15%
TOS0829;23;2028-07-03;wykup przedterminowy;4,40%;nie;0,00;8,60;1,00;107,60;1,45;6,15;6,15%;3,16%
TOS0829;24;2028-08-03;wykup przedterminowy;4,40%;nie;0,00;8,99;1,00;107,99;1,52;6,47;6,47%;3,18%
TOS0829;25;2028-09-03;wykup przedterminowy;4,40%;nie;0,00;9,40;1,00;108,40;1,60;6,80;6,80%;3,20%
TOS0829;26;2028-10-03;wykup przedterminowy;4,40%;nie;0,00;9,79;1,00;108,79;1,68;7,11;7,11%;3,22%
TOS0829;27;2028-11-03;wykup przedterminowy;4,40%;nie;0,00;10,20;1,00;109,20;1,75;7,45;7,45%;3,24%
TOS0829;28;2028-12-03;wykup przedterminowy;4,40%;nie;0,00;10,59;1,00;109,59;1,83;7,76;7,76%;3,25%
TOS0829;29;2029-01-03;wykup przedterminowy;4,40%;nie;0,00;11,00;1,00;110,00;1,90;8,10;8,10%;3,27%
TOS0829;30;2029-02-03;wykup przedterminowy;4,40%;nie;0,00;11,41;1,00;110,41;1,98;8,43;8,43%;3,28%
TOS0829;31;2029-03-03;wykup przedterminowy;4,40%;nie;0,00;11,78;1,00;110,78;2,05;8,73;8,73%;3,29%
TOS0829;32;2029-04-03;wykup przedterminowy;4,40%;nie;0,00;12,18;1,00;111,18;2,13;9,05;9,05%;3,30%
TOS0829;33;2029-05-03;wykup przedterminowy;4,40%;nie;0,00;12,58;1,00;111,58;2,21;9,37;9,37%;3,31%
TOS0829;34;2029-06-03;wykup przedterminowy;4,40%;nie;0,00;12,98;1,00;111,98;2,28;9,70;9,70%;3,32%
TOS0829;35;2029-07-03;wykup przedterminowy;4,40%;nie;0,00;13,38;1,00;112,38;2,36;10,02;10,02%;3,33%
TOS0829;36;2029-08-03;wykup;4,40%;nie;0,00;13,79;0,00;113,79;2,63;11,16;11,16%;3,59%
TOS0829;37;2029-09-03;nie istnieje;;;;;;;;;;
